SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2018
50,2,4,31,69,Nebraska,Garden County,1890
50,2,4,31,71,Nebraska,Garfield County,1974
50,2,4,31,73,Nebraska,Gosper County,1996
50,2,4,31,75,Nebraska,Grant County,657
50,2,4,31,77,Nebraska,Greeley County,2355
50,2,4,31,79,Nebraska,Hall County,61286
50,2,4,31,81,Nebraska,Hamilton County,9260
50,2,4,31,83,Nebraska,Harlan County,3386
50,2,4,31,85,Nebraska,Hayes County,917
50,2,4,31,87,Nebraska,Hitchcock County,2801
50,2,4,31,89,Nebraska,Holt County,10148
50,2,4,31,91,Nebraska,Hooker County,676
50,2,4,31,93,Nebraska,Howard County,6457
50,2,4,31,95,Nebraska,Jefferson County,7098
50,2,4,31,97,Nebraska,Johnson County,5115
50,2,4,31,99,Nebraska,Kearney County,6539
50,2,4,31,101,Nebraska,Keith County,8003
50,2,4,31,103,Nebraska,Keya Paha County,806
50,2,4,31,105,Nebraska,Kimball County,3578
50,2,4,31,107,Nebraska,Knox County,8405
50,2,4,31,109,Nebraska,Lancaster County,316527
50,2,4,31,111,Nebraska,Lincoln County,35148
50,2,4,31,113,Nebraska,Logan County,755
50,2,4,31,115,Nebraska,Loup County,617
50,2,4,31,117,Nebraska,McPherson County,490
50,2,4,31,119,Nebraska,Madison County,35189
50,2,4,31,121,Nebraska,Merrick County,7733
50,2,4,31,123,Nebraska,Morrill County,4674
50,2,4,31,125,Nebraska,Nance County,3506
50,2,4,31,127,Nebraska,Nemaha County,6957
50,2,4,31,129,Nebraska,Nuckolls County,4207
50,2,4,31,131,Nebraska,Otoe County,15983
50,2,4,31,133,Nebraska,Pawnee County,2623
50,2,4,31,135,Nebraska,Perkins County,2902
50,2,4,31,137,Nebraska,Phelps County,9006
50,2,4,31,139,Nebraska,Pierce County,7145
50,2,4,31,141,Nebraska,Platte County,33287
50,2,4,31,143,Nebraska,Polk County,5240
50,2,4,31,145,Nebraska,Red Willow County,10705
50,2,4,31,147,Nebraska,Richardson County,7938
50,2,4,31,149,Nebraska,Rock County,1351
50,2,4,31,151,Nebraska,Saline County,14336
50,2,4,31,153,Nebraska,Sarpy County,184062
50,2,4,31,155,Nebraska,Saunders County,21274
50,2,4,31,157,Nebraska,Scotts Bluff County,35925
50,2,4,31,159,Nebraska,Seward County,17273
50,2,4,31,161,Nebraska,Sheridan County,5189
50,2,4,31,163,Nebraska,Sherman County,3044
50,2,4,31,165,Nebraska,Sioux County,1186
50,2,4,31,167,Nebraska,Stanton County,5970
50,2,4,31,169,Nebraska,Thayer County,5039
50,2,4,31,171,Nebraska,Thomas County,714
50,2,4,31,173,Nebraska,Thurston County,7274
50,2,4,31,175,Nebraska,Valley County,4197
50,2,4,31,177,Nebraska,Washington County,20617
50,2,4,31,179,Nebraska,Wayne County,9318
50,2,4,31,181,Nebraska,Webster County,3534
50,2,4,31,183,Nebraska,Wheeler County,802
50,2,4,31,185,Nebraska,York County,13748
40,4,8,32,0,Nevada,Nevada,3027341
50,4,8,32,1,Nevada,Churchill County,24506
50,4,8,32,3,Nevada,Clark County,2226115
50,4,8,32,5,Nevada,Douglas County,48489
50,4,8,32,7,Nevada,Elko County,52539
50,4,8,32,9,Nevada,Esmeralda County,827
50,4,8,32,11,Nevada,Eureka County,1998
50,4,8,32,13,Nevada,Humboldt County,16778
50,4,8,32,15,Nevada,Lander County,5547
50,4,8,32,17,Nevada,Lincoln County,5237
50,4,8,32,19,Nevada,Lyon County,55813
50,4,8,32,21,Nevada,Mineral County,4544
50,4,8,32,23,Nevada,Nye County,45186
50,4,8,32,27,Nevada,Pershing County,6685
50,4,8,32,29,Nevada,Storey County,3981
50,4,8,32,31,Nevada,Washoe County,464354
50,4,8,32,33,Nevada,White Pine County,9540
50,4,8,32,510,Nevada,Carson City,55202
40,1,1,33,0,New Hampshire,New Hampshire,1353465
50,1,1,33,1,New Hampshire,Belknap County,61145
50,1,1,33,3,New Hampshire,Carroll County,48754
50,1,1,33,5,New Hampshire,Cheshire County,75901
50,1,1,33,7,New Hampshire,Coos County,31486
50,1,1,33,9,New Hampshire,Grafton County,89701
50,1,1,33,11,New Hampshire,Hillsborough County,414630
50,1,1,33,13,New Hampshire,Merrimack County,150650
50,1,1,33,15,New Hampshire,Rockingham County,308287
50,1,1,33,17,New Hampshire,Strafford County,129797
50,1,1,33,19,New Hampshire,Sullivan County,43114
40,1,2,34,0,New Jersey,New Jersey,8886025
50,1,2,34,1,New Jersey,Atlantic County,263989
50,1,2,34,3,New Jersey,Bergen County,932816
50,1,2,34,5,New Jersey,Burlington County,444745
50,1,2,34,7,New Jersey,Camden County,506353
50,1,2,34,9,New Jersey,Cape May County,92446
50,1,2,34,11,New Jersey,Cumberland County,150635
50,1,2,34,13,New Jersey,Essex County,798570
50,1,2,34,15,New Jersey,Gloucester County,291525
50,1,2,34,17,New Jersey,Hudson County,671931
50,1,2,34,19,New Jersey,Hunterdon County,124807
50,1,2,34,21,New Jersey,Mercer County,368188
50,1,2,34,23,New Jersey,Middlesex County,826172
50,1,2,34,25,New Jersey,Monmouth County,620459
50,1,2,34,27,New Jersey,Morris County,493070
50,1,2,34,29,New Jersey,Ocean County,601478
50,1,2,34,31,New Jersey,Passaic County,503183
50,1,2,34,33,New Jersey,Salem County,62746
50,1,2,34,35,New Jersey,Somerset County,330181
50,1,2,34,37,New Jersey,Sussex County,140801
50,1,2,34,39,New Jersey,Union County,556402
50,1,2,34,41,New Jersey,Warren County,105528
40,4,8,35,0,New Mexico,New Mexico,2092741
50,4,8,35,1,New Mexico,Bernalillo County,678034
50,4,8,35,3,New Mexico,Catron County,3554
50,4,8,35,5,New Mexico,Chaves County,64554
50,4,8,35,6,New Mexico,Cibola County,26766
50,4,8,35,7,New Mexico,Colfax County,12071
50,4,8,35,9,New Mexico,Curry County,49338
50,4,8,35,11,New Mexico,De Baca County,1779
50,4,8,35,13,New Mexico,Dona Ana County,217278
50,4,8,35,15,New Mexico,Eddy County,57729
50,4,8,35,17,New Mexico,Grant County,27303
50,4,8,35,19,New Mexico,Guadalupe County,4334
50,4,8,35,21,New Mexico,Harding County,650
50,4,8,35,23,New Mexico,Hidalgo County,4231
50,4,8,35,25,New Mexico,Lea County,69543
50,4,8,35,27,New Mexico,Lincoln County,19518
50,4,8,35,28,New Mexico,Los Alamos County,18988
50,4,8,35,29,New Mexico,Luna County,23877
50,4,8,35,31,New Mexico,McKinley County,71911
50,4,8,35,33,New Mexico,Mora County,4487
50,4,8,35,35,New Mexico,Otero County,66659
50,4,8,35,37,New Mexico,Quay County,8242
50,4,8,35,39,New Mexico,Rio Arriba County,39023
50,4,8,35,41,New Mexico,Roosevelt County,18759
50,4,8,35,43,New Mexico,Sandoval County,145096
50,4,8,35,45,New Mexico,San Juan County,125499
50,4,8,35,47,New Mexico,San Miguel County,27480
50,4,8,35,49,New Mexico,Santa Fe County,149761
50,4,8,35,51,New Mexico,Sierra County,10949
50,4,8,35,53,New Mexico,Socorro County,16704
50,4,8,35,55,New Mexico,Taos County,32699
50,4,8,35,57,New Mexico,Torrance County,15512
50,4,8,35,59,New Mexico,Union County,4108
50,4,8,35,61,New Mexico,Valencia County,76305
40,1,2,36,0,New York,New York,19530351
50,1,2,36,1,New York,Albany County,306585
50,1,2,36,3,New York,Allegany County,46332
50,1,2,36,5,New York,Bronx County,1432087
50,1,2,36,7,New York,Broome County,191925
50,1,2,36,9,New York,Cattaraugus County,76726
50,1,2,36,11,New York,Cayuga County,77121
50,1,2,36,13,New York,Chautauqua County,127472
50,1,2,36,15,New York,Chemung County,83935
50,1,2,36,17,New York,Chenango County,47445
50,1,2,36,19,New York,Clinton County,80679
50,1,2,36,21,New York,Columbia County,59785
50,1,2,36,23,New York,Cortland County,47722
50,1,2,36,25,New York,Delaware County,44526
50,1,2,36,27,New York,Dutchess County,293939
50,1,2,36,29,New York,Erie County,919717
50,1,2,36,31,New York,Essex County,37288
50,1,2,36,33,New York,Franklin County,50279
50,1,2,36,35,New York,Fulton County,53633
50,1,2,36,37,New York,Genesee County,57487
50,1,2,36,39,New York,Greene County,47381
50,1,2,36,41,New York,Hamilton County,4432
50,1,2,36,43,New York,Herkimer County,61713
50,1,2,36,45,New York,Jefferson County,111866
50,1,2,36,47,New York,Kings County,2578074
50,1,2,36,49,New York,Lewis County,26486
50,1,2,36,51,New York,Livingston County,63213
50,1,2,36,53,New York,Madison County,71117
50,1,2,36,55,New York,Monroe County,742864
50,1,2,36,57,New York,Montgomery County,49394
50,1,2,36,59,New York,Nassau County,1357534
50,1,2,36,61,New York,New York County,1629055
50,1,2,36,63,New York,Niagara County,210060
50,1,2,36,65,New York,Oneida County,229474
50,1,2,36,67,New York,Onondaga County,461649
50,1,2,36,69,New York,Ontario County,109738
50,1,2,36,71,New York,Orange County,382126
50,1,2,36,73,New York,Orleans County,40655
50,1,2,36,75,New York,Oswego County,117515
50,1,2,36,77,New York,Otsego County,59810
50,1,2,36,79,New York,Putnam County,98814
50,1,2,36,81,New York,Queens County,2274605
50,1,2,36,83,New York,Rensselaer County,159283
50,1,2,36,85,New York,Richmond County,476260
50,1,2,36,87,New York,Rockland County,325522
50,1,2,36,89,New York,St. Lawrence County,108327
50,1,2,36,91,New York,Saratoga County,230170
50,1,2,36,93,New York,Schenectady County,155079
50,1,2,36,95,New York,Schoharie County,31146
50,1,2,36,97,New York,Schuyler County,17884
50,1,2,36,99,New York,Seneca County,34179
50,1,2,36,101,New York,Steuben County,95860
50,1,2,36,103,New York,Suffolk County,1480830
50,1,2,36,105,New York,Sullivan County,75399
50,1,2,36,107,New York,Tioga County,48441
50,1,2,36,109,New York,Tompkins County,102419
50,1,2,36,111,New York,Ulster County,178418
50,1,2,36,113,New York,Warren County,64215
50,1,2,36,115,New York,Washington County,61274
50,1,2,36,117,New York,Wayne County,90200
50,1,2,36,119,New York,Westchester County,968213
50,1,2,36,121,New York,Wyoming County,40023
50,1,2,36,123,New York,Yates County,24951
40,3,5,37,0,North Carolina,North Carolina,10381615
50,3,5,37,1,North Carolina,Alamance County,166514
50,3,5,37,3,North Carolina,Alexander County,37331
50,3,5,37,5,North Carolina,Alleghany County,11138
50,3,5,37,7,North Carolina,Anson County,24470
50,3,5,37,9,North Carolina,Ashe County,27099
50,3,5,37,11,North Carolina,Avery County,17528
50,3,5,37,13,North Carolina,Beaufort County,47056
50,3,5,37,15,North Carolina,Bertie County,19106
50,3,5,37,17,North Carolina,Bladen County,33151
50,3,5,37,19,North Carolina,Brunswick County,136880
50,3,5,37,21,North Carolina,Buncombe County,259259
50,3,5,37,23,North Carolina,Burke County,90405
50,3,5,37,25,North Carolina,Cabarrus County,211597
50,3,5,37,27,North Carolina,Caldwell County,82026
50,3,5,37,29,North Carolina,Camden County,10676
50,3,5,37,31,North Carolina,Carteret County,69438
50,3,5,37,33,North Carolina,Caswell County,22634
50,3,5,37,35,North Carolina,Catawba County,158687
50,3,5,37,37,North Carolina,Chatham County,73127
50,3,5,37,39,North Carolina,Cherokee County,28369
50,3,5,37,41,North Carolina,Chowan County,14065
50,3,5,37,43,North Carolina,Clay County,11124
50,3,5,37,45,North Carolina,Cleveland County,97519
50,3,5,37,47,North Carolina,Columbus County,55819
50,3,5,37,49,North Carolina,Craven County,102338
50,3,5,37,51,North Carolina,Cumberland County,333430
50,3,5,37,53,North Carolina,Currituck County,27016
50,3,5,37,55,North Carolina,Dare County,36607
50,3,5,37,57,North Carolina,Davidson County,166358
50,3,5,37,59,North Carolina,Davie County,42563
50,3,5,37,61,North Carolina,Duplin County,58991
50,3,5,37,63,North Carolina,Durham County,316979
50,3,5,37,65,North Carolina,Edgecombe County,51984
50,3,5,37,67,North Carolina,Forsyth County,379216
50,3,5,37,69,North Carolina,Franklin County,67625
50,3,5,37,71,North Carolina,Gaston County,222630
50,3,5,37,73,North Carolina,Gates County,11563
50,3,5,37,75,North Carolina,Graham County,8461
50,3,5,37,77,North Carolina,Granville County,59979
50,3,5,37,79,North Carolina,Greene County,21106
50,3,5,37,81,North Carolina,Guilford County,532607
50,3,5,37,83,North Carolina,Halifax County,50634
50,3,5,37,85,North Carolina,Harnett County,134336
50,3,5,37,87,North Carolina,Haywood County,61890
50,3,5,37,89,North Carolina,Henderson County,116500
50,3,5,37,91,North Carolina,Hertford County,23878
50,3,5,37,93,North Carolina,Hoke County,54695
50,3,5,37,95,North Carolina,Hyde County,5026
50,3,5,37,97,North Carolina,Iredell County,178332
50,3,5,37,99,North Carolina,Jackson County,43600
50,3,5,37,101,North Carolina,Johnston County,202692
50,3,5,37,103,North Carolina,Jones County,9613
50,3,5,37,105,North Carolina,Lee County,61208
50,3,5,37,107,North Carolina,Lenoir County,55990
50,3,5,37,109,North Carolina,Lincoln County,84092
50,3,5,37,111,North Carolina,McDowell County,45465
50,3,5,37,113,North Carolina,Macon County,35274
50,3,5,37,115,North Carolina,Madison County,21665
50,3,5,37,117,North Carolina,Martin County,22660
50,3,5,37,119,North Carolina,Mecklenburg County,1093750
50,3,5,37,121,North Carolina,Mitchell County,14996
50,3,5,37,123,North Carolina,Montgomery County,27077
50,3,5,37,125,North Carolina,Moore County,98805
50,3,5,37,127,North Carolina,Nash County,94094
50,3,5,37,129,North Carolina,New Hanover County,232256
50,3,5,37,131,North Carolina,Northampton County,19698
50,3,5,37,133,North Carolina,Onslow County,196915
50,3,5,37,135,North Carolina,Orange County,147980
50,3,5,37,137,North Carolina,Pamlico County,12633
50,3,5,37,139,North Carolina,Pasquotank County,39583
50,3,5,37,141,North Carolina,Pender County,62017
50,3,5,37,143,North Carolina,Perquimans County,13381
50,3,5,37,145,North Carolina,Person County,39436
50,3,5,37,147,North Carolina,Pitt County,179575
50,3,5,37,149,North Carolina,Polk County,20668
50,3,5,37,151,North Carolina,Randolph County,143249
50,3,5,37,153,North Carolina,Richmond County,44888
50,3,5,37,155,North Carolina,Robeson County,131884
50,3,5,37,157,North Carolina,Rockingham County,90617
50,3,5,37,159,North Carolina,Rowan County,141128
50,3,5,37,161,North Carolina,Rutherford County,66775
50,3,5,37,163,North Carolina,Sampson County,63345
50,3,5,37,165,North Carolina,Scotland County,34751
50,3,5,37,167,North Carolina,Stanly County,62180
50,3,5,37,169,North Carolina,Stokes County,45511
50,3,5,37,171,North Carolina,Surry County,71959
50,3,5,37,173,North Carolina,Swain County,14249
50,3,5,37,175,North Carolina,Transylvania County,34173
50,3,5,37,177,North Carolina,Tyrrell County,4115
50,3,5,37,179,North Carolina,Union County,235830
50,3,5,37,181,North Carolina,Vance County,44635
50,3,5,37,183,North Carolina,Wake County,1091273
50,3,5,37,185,North Carolina,Warren County,19819
50,3,5,37,187,North Carolina,Washington County,11769
50,3,5,37,189,North Carolina,Watauga County,56034
50,3,5,37,191,North Carolina,Wayne County,123237
50,3,5,37,193,North Carolina,Wilkes County,68563
50,3,5,37,195,North Carolina,Wilson County,81392
50,3,5,37,197,North Carolina,Yadkin County,37481
50,3,5,37,199,North Carolina,Yancey County,17873
40,2,4,38,0,North Dakota,North Dakota,758080
50,2,4,38,1,North Dakota,Adams County,2276
50,2,4,38,3,North Dakota,Barnes County,10527
50,2,4,38,5,North Dakota,Benson County,6958
50,2,4,38,7,North Dakota,Billings County,918
50,2,4,38,9,North Dakota,Bottineau County,6398
50,2,4,38,11,North Dakota,Bowman County,3067
50,2,4,38,13,North Dakota,Burke County,2094
50,2,4,38,15,North Dakota,Burleigh County,95276
50,2,4,38,17,North Dakota,Cass County,180294
50,2,4,38,19,North Dakota,Cavalier County,3811
50,2,4,38,21,North Dakota,Dickey County,4931
50,2,4,38,23,North Dakota,Divide County,2264
50,2,4,38,25,North Dakota,Dunn County,4328
50,2,4,38,27,North Dakota,Eddy County,2309
50,2,4,38,29,North Dakota,Emmons County,3278
50,2,4,38,31,North Dakota,Foster County,3207
50,2,4,38,33,North Dakota,Golden Valley County,1763
50,2,4,38,35,North Dakota,Grand Forks County,70355
50,2,4,38,37,North Dakota,Grant County,2354
50,2,4,38,39,North Dakota,Griggs County,2228
50,2,4,38,41,North Dakota,Hettinger County,2503
50,2,4,38,43,North Dakota,Kidder County,2453
50,2,4,38,45,North Dakota,LaMoure County,4075
50,2,4,38,47,North Dakota,Logan County,1887
50,2,4,38,49,North Dakota,McHenry County,5808
50,2,4,38,51,North Dakota,McIntosh County,2566
50,2,4,38,53,North Dakota,McKenzie County,13594
50,2,4,38,55,North Dakota,McLean County,9529
50,2,4,38,57,North Dakota,Mercer County,8266
50,2,4,38,59,North Dakota,Morton County,31058
50,2,4,38,61,North Dakota,Mountrail County,10239
50,2,4,38,63,North Dakota,Nelson County,2885
50,2,4,38,65,North Dakota,Oliver County,1945
50,2,4,38,67,North Dakota,Pembina County,6895
50,2,4,38,69,North Dakota,Pierce County,4070
50,2,4,38,71,North Dakota,Ramsey County,11580
50,2,4,38,73,North Dakota,Ransom County,5224
50,2,4,38,75,North Dakota,Renville County,2358
50,2,4,38,77,North Dakota,Richland County,16229
50,2,4,38,79,North Dakota,Rolette County,14349
50,2,4,38,81,North Dakota,Sargent County,3851
50,2,4,38,83,North Dakota,Sheridan County,1342
50,2,4,38,85,North Dakota,Sioux County,4377
50,2,4,38,87,North Dakota,Slope County,761
50,2,4,38,89,North Dakota,Stark County,30893
50,2,4,38,91,North Dakota,Steele County,1892
50,2,4,38,93,North Dakota,Stutsman County,20875
50,2,4,38,95,North Dakota,Towner County,2185
50,2,4,38,97,North Dakota,Traill County,8020
50,2,4,38,99,North Dakota,Walsh County,10645
50,2,4,38,101,North Dakota,Ward County,67713
50,2,4,38,103,North Dakota,Wells County,3908
50,2,4,38,105,North Dakota,Williams County,35469
40,2,3,39,0,Ohio,Ohio,11676341
50,2,3,39,1,Ohio,Adams County,27694
50,2,3,39,3,Ohio,Allen County,102725
50,2,3,39,5,Ohio,Ashland County,53706
50,2,3,39,7,Ohio,Ashtabula County,97587
50,2,3,39,9,Ohio,Athens County,65519
50,2,3,39,11,Ohio,Auglaize County,45736
50,2,3,39,13,Ohio,Belmont County,67533
50,2,3,39,15,Ohio,Brown County,43570
50,2,3,39,17,Ohio,Butler County,382000
50,2,3,39,19,Ohio,Carroll County,27082
50,2,3,39,21,Ohio,Champaign County,38785
50,2,3,39,23,Ohio,Clark County,134528
50,2,3,39,25,Ohio,Clermont County,205526
50,2,3,39,27,Ohio,Clinton County,42085
50,2,3,39,29,Ohio,Columbiana County,102473
50,2,3,39,31,Ohio,Coshocton County,36596
50,2,3,39,33,Ohio,Crawford County,41484
50,2,3,39,35,Ohio,Cuyahoga County,1241718
50,2,3,39,37,Ohio,Darke County,51299
50,2,3,39,39,Ohio,Defiance County,38089
50,2,3,39,41,Ohio,Delaware County,205091
50,2,3,39,43,Ohio,Erie County,74513
50,2,3,39,45,Ohio,Fairfield County,155982
50,2,3,39,47,Ohio,Fayette County,28653
50,2,3,39,49,Ohio,Franklin County,1307698
50,2,3,39,51,Ohio,Fulton County,42267
50,2,3,39,53,Ohio,Gallia County,29945
50,2,3,39,55,Ohio,Geauga County,93945
50,2,3,39,57,Ohio,Greene County,167446
50,2,3,39,59,Ohio,Guernsey County,39011
50,2,3,39,61,Ohio,Hamilton County,815445
50,2,3,39,63,Ohio,Hancock County,75920
50,2,3,39,65,Ohio,Hardin County,31418
50,2,3,39,67,Ohio,Harrison County,15167
50,2,3,39,69,Ohio,Henry County,27091
50,2,3,39,71,Ohio,Highland County,43052
50,2,3,39,73,Ohio,Hocking County,28357
50,2,3,39,75,Ohio,Holmes County,43919
50,2,3,39,77,Ohio,Huron County,58364
50,2,3,39,79,Ohio,Jackson County,32366
50,2,3,39,81,Ohio,Jefferson County,65774
50,2,3,39,83,Ohio,Knox County,61900
50,2,3,39,85,Ohio,Lake County,230102
50,2,3,39,87,Ohio,Lawrence County,59767
50,2,3,39,89,Ohio,Licking County,175666
50,2,3,39,91,Ohio,Logan County,45332
50,2,3,39,93,Ohio,Lorain County,309052
50,2,3,39,95,Ohio,Lucas County,429612
50,2,3,39,97,Ohio,Madison County,44389
50,2,3,39,99,Ohio,Mahoning County,229216
50,2,3,39,101,Ohio,Marion County,65427
50,2,3,39,103,Ohio,Medina County,178978
50,2,3,39,105,Ohio,Meigs County,23064
50,2,3,39,107,Ohio,Mercer County,40952
50,2,3,39,109,Ohio,Miami County,106042
50,2,3,39,111,Ohio,Monroe County,13787
50,2,3,39,113,Ohio,Montgomery County,531600
50,2,3,39,115,Ohio,Morgan County,14581
50,2,3,39,117,Ohio,Morrow County,35113
50,2,3,39,119,Ohio,Muskingum County,86131
50,2,3,39,121,Ohio,Noble County,14347
50,2,3,39,123,Ohio,Ottawa County,40769
50,2,3,39,125,Ohio,Paulding County,18742
50,2,3,39,127,Ohio,Perry County,36039
